Relatório de anúncios
1 de agosto de 2026 - 31 de agosto de 2026
Status do anúncio,URL final,URLs de beacon,Título,Título longo,Título longo 1,Título longo 2,Título longo 3,Título longo 4,Título longo 5,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Descrição 5,ID da imagem,Código da imagem quadrada,Código da imagem em formato de retrato,Código do logotipo,Código do logotipo no formato paisagem,Nome da empresa,ID da imagem da Rede de Display,Vídeo,Texto de call-to-action,Texto de call-to-action 1,Texto de call-to-action 2,Texto de call-to-action 3,Texto de call-to-action 4,Texto de call-to-action 5,Título da call-to-action,ID do vídeo,Banner complementar,Cor de destaque,Cor principal,Permitir cores flexíveis,Preferência de formato de anúncio,Texto da promoção,Prefixo do preço,Ativar melhorias de recursos,Ativar vídeos gerados automaticamente,Nome do anúncio,ad.device_preference,ad.display_url,Caminho 1,Caminho 2,URL final para dispositivos móveis,Modelo de rastreamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Status,Motivos do status,Tipo de anúncio,Qualidade do anúncio,Melhorias na qualidade do anúncio,Código da moeda,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,Conv. (comparável entre plataformas),Custo / conv. (comparável entre plataformas),Valor da conv. / custo (comparável entre plataformas),Taxa de conv.,Conversões,Custo / conv.
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=leilao&utm_term=leilao, --, --, --, --, --, --, --, --,Copart Leilões, --,Compre Carros na Copart Online, --,Cadastre-se Agora, --,Compre Veículos em Leilão, --,Leilão Online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Participe do leilão de carros online da Copart Brasil e aproveite as melhores ofertas, --,Leilão de carros online da Copart: encontre veículos com preços incríveis, --,"Faça seu cadastro e participe de leilões online ou adquira veículos pelo ""Compre Agora"".", --,"Oferecemos um amplo catálogo de veículos usados, recuperáveis e irrecuperáveis", --,Ofertas imperdíveis de veículos no leilão Copart!,212878547612,212918405668, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 03, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--;--,BRL,"20,04",1.632,138,"8,46%","0,24","32,70","16,00","2,04","0,49","0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=leilao&utm_term=leilao, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial, --,Leilões de Veículos Copart, --,"Leilões, Compra e Venda Online", --,Compre Veículos em Leilão, --,Confira Nossos Leilões Semanais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Participe dos leilões Copart e encontre veículos com preços competitivos. Cadastre-se, --,Veículos disponíveis semanalmente em leilões 100% online e seguros. Dê Seu Lance, --,Dê seu lance e aproveite oportunidades em diversos modelos de veículos., --,Soluções online completas para compra e venda de veículos. Acesse agora., --,Leilão de carros online da Copart: encontre veículos com preços incríveis,212878547612; 212909806992,212878637627; 212918405668, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 08, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--,BRL,"25,68",435,39,"8,97%","0,29","11,17","3,00","3,72","0,27","0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=dm-leilao, --, --, --, --, --, --, --, --,Copart Leilões, --,Compre Carros na Copart Online, --,Cadastre-se Agora, --,Compre Veículos em Leilão, --,Leilão Online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Participe do leilão de carros online da Copart Brasil e aproveite as melhores ofertas, --,Leilão de carros online da Copart: encontre veículos com preços incríveis, --,"Faça seu cadastro e participe de leilões online ou adquira veículos pelo ""Compre Agora"".", --,"Oferecemos um amplo catálogo de veículos usados, recuperáveis e irrecuperáveis", --,Ofertas imperdíveis de veículos no leilão Copart!,212909814009,212878658357, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 04, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=institucional-site, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Está Aqui, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados Em Leilão, --,Ofertas De Carros Em Leilão, --,Venda De Carros Na Internet, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,02 - Patios,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Pendente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=dm-salao, --, --,"Estaremos presente no maior evento automotivo, visite nosso stand e conheça os serviços", --, --, --, --, --,Visite Nosso Stand - C29, --,Conheça Nossos Serviços, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Conectando compradores e vendedores ao redor do mundo., --,"De automóveis a caminhões, motocicletas e muito mais. Confira em Nosso Stand", --, --, --, --, --, --,312115971860; 312194075137; 312194075224,312220579335; 312194075188; 312194075212, --, --, --,COPART, --, --, --, --, --, --, --, --, --, --, --, --, --,true,Todos os formatos, --, --,true,true, --, --, --, --, --,, --, --,,GERAÇÃO DE DEMANDA | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25 - VENDA DIRETA,VENDA,Não qualificado,campanha pausada,Anúncio responsivo de display,Na média,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/search/compre_agora/?displayStr=Compre%20Agora&from=%2FvehicleFinder&utm_source=google&utm_medium=cpc&utm_campaign=dm_venda-direta-compra-rmkt, --, --, --, --, --, --, --, --,Compre Veículos Com Segurança, --,Veículos Para Compra Imediata, --,Compre Seu Carro na Copart, --,Seu Próximo Veículo Está Aqui, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Centenas de veículos disponíveis para compra imediata, com fotos reais e dados completos.", --,"Encontre veículos avaliados, com histórico disponível e compra direta na plataforma.", --,"Seu próximo veículo está aqui, com informações claras para uma decisão segura.", --,Plataforma estruturada para comprar veículos online com transparência e confiança., --,Explore lotes disponíveis e escolha a melhor opção para comprar agora.,345081014069; 345081018521; 345080990840,345081009860; 345223345410; 345223345416,345173411152; 345223329990; 345173369860,19956692106; 142905672882; 142905678690; 250487419729, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 02, --, --, --, --,, --, --,,VENDA DIRETA | GERAÇÃO DE DEMANDA | LEADS | REMARKETING | COMPRA E VENDA | 09.02.26 %,COMPRA,Pausado,pausado; grupo de anúncios pausado,Anúncio de geração de demanda gráfico,Boa, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?intcmp=web_footer_sellforindividuals_pt-br, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,https://www.youtube.com/watch?v=8VIHsYmFWO0,Saiba mais, --, --, --, --, --,Venda Meu Carro,92052901664, --, --, --, --, --, --, --, --, --,video-alcance-vmc-2023, --,www.copart.com.br/venda-meu-carro, --, --,, --, --,,Alcance-Vídeo-VMC #agosto-setembro2023-agx,Alcance eficiente de vídeo: 2023-07-14,Não qualificado,reprovado; campanha finalizada; campanha pausada,Anúncio in-stream pulável, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://lp.copart.com.br/venda-meu-carro?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro Online Já, --,Anuncie Seu Carro Agora, --,Venda Seu Carro Rapido, --,Copart Brasil, --,Venda Com Segurança Total, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato!, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,"Venda Seu Carro Usado Rápido e Sem Complicação. Simples, Ágil e Seguro", --, --,229721703927, --,229721529624,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD7, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 1 - Programática - 728x90.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 2 - Programática - 728x90.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?cid=ppc:g:brazil:portuguese:highvalue04:brand:reg, --, --, --, --, --, --, --, --,Copart Brasil Leilões Online, --,Leilão Online Copart Brasil, --,Veículos em todo Brasil, --,Copart Leilão Veículos Online, --,Participe de leilões digitais, --,Carros sinistrados, --,Cadastre-se gratuitamente, --,Oportunidade em veículos, --,Compre veículos em todo país, --,Maior portfólio de automóveis, --, --, --, --, --, --, --, --, --, --, --,A Copart é a maior leiloeira de carros do mundo e agora está no Brasil, --,Acesse a plataforma online de leilões e compre seu automóvel, --,"Cadastre-se gratuitamente. Leilões em diversas regiões do país, participe e compre online", --,Mais de 8.000 ofertas mensais. Registre-se e comece a dar lances., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[AGX] [Brand] [CopartCore],Institucional,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Boa,Adicione mais títulos para aumentar suas chances de ter uma performance melhor,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/Content/br/pt-BR/buy-it-now?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_venda-direta-compra, --, --, --, --, --, --, --, --,Compre Seu Veículo Agora, --,Copart Brasil, --,Centenas De Veículos, --,Diversos Veículos Disponíveis, --,Fotos Reais E Histórico, --,Informações Completas, --,Plataforma Segura De Compra, --,Compre Na Copart, --,Compre Seu Veículo na Copart, --,Compre Seu Carro Com Segurança, --,Compre Sua Moto com Segurança, --,Compre de Forma Simples, --,Faça Sua Oferta, --,Pagamento seguro, --,Estrutura nacional, --,Centenas de veículos disponíveis para compra imediata. Fotos reais e dados completos., --,Veículos avaliados com histórico e procedência clara. Compre agora ou envie sua oferta., --,Lotes disponíveis sem disputa. Veja detalhes completos antes de comprar., --,Seu próximo veículo está aqui. Confira os lotes disponíveis hoje., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,VENDA DIRETA | PESQUISA | LEADS | FUNDO | COMPRA | 09.02.26 %,[FRASE],Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=dm-vender, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial, --,Pensou em Vender? Vendeu, --,Venda Seu Veículo na Copart, --,Venda Seu Veículo c/ Segurança, --,Anuncie Seu Veículo para Venda, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncie seu veículo na Copart e alcance mais de 1 milhão de usuários qualificados., --,Tenha visibilidade nacional no seu anúncio e venda online com segurança., --,Plataforma prática para anunciar e vender seu veículo com acompanhamento humanizado., --,Venda seu veículo com total segurança e acompanhamento durante todo o processo., --, --, --,310319668273, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,PENSOU EM VENDER, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/search/compre_agora/?displayStr=Compre%20Agora&from=%2FvehicleFinder&utm_source=google&utm_medium=cpc&utm_campaign=dm_venda-direta-compra, --, --, --, --, --, --, --, --,Compre Veículos Com Segurança, --,Veículos Para Compra Imediata, --,Compre Seu Carro na Copart, --,Seu Próximo Veículo Está Aqui, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Centenas de veículos disponíveis para compra imediata, com fotos reais e dados completos.", --,"Encontre veículos avaliados, com histórico disponível e compra direta na plataforma.", --,"Seu próximo veículo está aqui, com informações claras para uma decisão segura.", --,Plataforma estruturada para comprar veículos online com transparência e confiança., --,Explore lotes disponíveis e escolha a melhor opção para comprar agora.,330023653804; 330062743500; 329932735112,330023653855; 330062731104; 330062757153,330061432416; 330025042102; 330025031983,19956692106; 142905672882; 142905678690; 250487419729, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 01, --, --, --, --,, --, --,,VENDA DIRETA | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | COMPRA E VENDA | 09.02.26 %,COMPRA,Qualificado,,Anúncio de geração de demanda gráfico,Boa, --,BRL,"23,26",2.719,124,"4,56%","0,51","63,25","0,02","3060,20","0,00","0,02%","0,03","2045,02"
Pausado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=dm-institucional, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial, --,Conheça o Ecossistema Copart, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Encontre Veículos Online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Conheça o Ecossistema Copart, tudo para negociar seu veículo. Plataforma Online Segura.", --,A plataforma Copart conecta compradores e vendedores com segurança e rapidez., --,Descubra a experiência Copart: tudo para veículos em um só ambiente online., --,Soluções online completas para compra e venda de veículos. Acesse agora., --, --, --,310223692730; 310223690390,310223778908,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,INSTITUCIONAL, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-04-MR1&utm_term=lp-institucional, --, --, --,Venda Seu Carro Com Segurança e Sem Complicação Com A Copart Brasil. Saiba Mais Aqui,Anuncie e Venda Seu Carro Online Hoje Mesmo. Atendemos Em Todo O Brasil. Confira já.,Compra e Venda De Diversos Tipos De Veículos. Conheça Mais Em Nosso Site.,Participe De Leilões Online E Garanta Já Seu Novo Carro. Entre Agora Mesmo,Encontre O Comprador Ideal Para Seu Carro. Anuncie Seu Veículo Novo Ou Usado.,Venda Seu Carro Aqui, --,Venda Seu Carro Hoje, --,Seu Novo Carro Te Espera Aqui, --,Leilões De Carros Online, --,Seu Novo Veículo Te Espera, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora., --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato., --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart., --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje., --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo., --, --, --, --, --, --, --,https://www.youtube.com/watch?v=8VIHsYmFWO0, --,Saiba Mais,Venda Aqui,Ver Mais,Comprar Já,Veja Mais, --,92052901664, --, --, --, --, --, --, --, --, --,01 - [VMC] | INSTITUCIONAL, --, --, --, --,, --, --,,⭐ 03.04 - [CONTÍNUO] | [YT] | CONV | LEADS | LP INSTITUCIONAL | 23/05/24 - SEM DATA,01 - Vídeo,Não qualificado,reprovado; campanha removida,Anúncio responsivo em vídeo, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/saleListResult/auctionId/9029?location=Leil%C3%A3o%20P%C3%A1tio%20Porto%20Seguro%20-%20SP&saleDate=1743253200000&liveAuction=false&from=&yardNum=3&auctioneer=Andr%C3%A9%20Cencin%20-%20Jucesp%201143?utm_source=google&utm_medium=cpc&utm_campaign=dm-leilao-porto, --, --, --,Arremate veículos premium com preços exclusivos. Participe do leilão Copart,Leilão exclusivo de veículos de luxo! Encontre seu proximo Carro Premium na Copart,Veículos Premium por Preços imperdíveis! Faça Seu Cadastro, --, --,Copart Brasil, --,Leilão Auto Premium, --,Leilão Híbrido, --,Faça Se Cadastro, --,Carros de Luxos, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Ofertas imperdíveis de veículos no leilão Copart!, --,Leilão de carros online da Copart: encontre veículos com preços incríveis, --,"Faça seu cadastro e participe de leilões online ou adquira veículos pelo ""Compre Agora"".", --, --, --, --, --, --, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 07 - VIDEOS PORTO, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda em vídeo,Na média, --;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,http://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-04-MR1&utm_term=lp-institucional, --, --, --,Venda Seu Carro Com Segurança e Sem Complicação Com A Copart Brasil. Saiba Mais Aqui,Anuncie e Venda Seu Carro Online Hoje Mesmo. Atendemos Em Todo O Brasil. Confira já.,Compra e Venda De Diversos Tipos De Veículos. Conheça Mais Em Nosso Site.,Participe De Leilões Online E Garanta Já Seu Novo Carro. Entre Agora Mesmo,Encontre O Comprador Ideal Para Seu Carro. Anuncie Seu Veículo Novo Ou Usado.,Venda Seu Carro Com A Copart, --,Venda Seu Carro Rápido e Fácil, --,Um Novo Veículo Te Espera Aqui, --,Leilões De Carros Online, --,Leiloe Seu Carro Com Segurança, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora., --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato., --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart., --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje., --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo., --, --, --, --, --, --, --,https://www.youtube.com/watch?v=8VIHsYmFWO0, --,Saiba Mais,Venda Já,Comprar,Veja Mais,Vender, --,92052901664, --, --, --, --, --, --, --, --, --,03 - [VMC] | INSTITUCIONAL, --, --, --, --,, --, --,,⭐ 03.04 - [CONTÍNUO] | [YT] | CONV | LEADS | LP INSTITUCIONAL | 23/05/24 - SEM DATA,01 - Vídeo,Não qualificado,reprovado; campanha removida,Anúncio responsivo em vídeo, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/search/compre_agora/?displayStr=Compre%20Agora&from=%2FvehicleFinder&utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_venda-direta-compra, --, --, --, --, --, --, --, --,Compre Seu Veículo Agora, --,Copart Brazil, --,Centenas De Veículos, --,Diversos Veículos Disponíveis, --,Fotos Reais E Histórico, --,Informações Completas, --,Plataforma Segura De Compra, --,Compre Na Copart, --,Compre Seu Veículo na Copart, --,Compre Seu Carro Com Segurança, --,Compre Sua Moto com Segurança, --,Compre de Forma Simples, --,Faça Sua Oferta, --,Pagamento seguro, --,Estrutura nacional, --,Centenas de veículos disponíveis para compra imediata. Fotos reais e dados completos., --,Veículos avaliados com histórico e procedência clara. Compre agora ou envie sua oferta., --,Lotes disponíveis sem disputa. Veja detalhes completos antes de comprar., --,Seu próximo veículo está aqui. Confira os lotes disponíveis hoje., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,VENDA DIRETA | PESQUISA | LEADS | FUNDO | COMPRA | 09.02.26 %,[FRASE],Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
"Total: Todos os anúncios, exceto os removidos",, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --, --, --, --, --,, --, --, --,BRL,"13,48",1.228.873,283.804,"23,09%","0,06","16562,98","306,95","53,96","0,02","0,57%","1.616,72","10,24"
Total: Conta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRL,"13,27",1.761.170,461.625,"26,21%","0,05","23378,92","306,95","76,17","0,01","0,45%","2.096,19","11,15"
Total: Pesquisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRL,"19,58",594.765,261.176,"43,91%","0,04","11645,30","0,00",0,"0,00","0,53%","1.388,34","8,39"
Total: Performance Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRL,"12,80",532.297,177.821,"33,41%","0,04","6815,94","0,00",0,"0,00","0,27%","479,47","14,22"
Total: Vídeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Total: Geração de demanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRL,"7,76",634.108,22.628,"3,57%","0,22","4917,68","306,95","16,02","0,06","1,01%","228,38","21,53"
Total: Inteligente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Total: Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
